Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
OSPREY,1742,,0.05845,127.94,36,0,58,56,58,14.695943,Casing Pressure,628.4725659
OSPREY,1743,,0.04663,127.02,24,0,54,53,54,14.695943,Casing Pressure,619.5088449
OSPREY,1744,,0.04444,153.33,23,0,65,57,65,14.695943,Casing Pressure,628.6166959
OSPREY,1745,,0.05277,130.28,25,0,72,151,72,14.695943,Casing Pressure,640.0105213
OSPREY,1746,,0.05126,120.06,25,0,67,64,67,14.695943,Casing Pressure,635.9706352
OSPREY,1747,,0.04647,144.68,32,0,66,62,66,14.695943,Casing Pressure,633.8664311
OSPREY,1748,,0.04969,128.33,28,0,73,68,73,14.695943,Casing Pressure,642.7992979
OSPREY,1749,,0.04419,106.67,23,0,73,68,73,14.695943,Casing Pressure,644.4784272
OSPREY,1750,,0.04957,138.2,28,0,72.83333333,67.83333333,72.83333333,14.695943,Casing Pressure,641.1361022
OSPREY,1751,,0.04845,135.42,25,0,72.66666667,67.66666667,72.66666667,14.695943,Casing Pressure,640.275591
OSPREY,1752,,0.05304,131.67,25,0,72.5,67.5,72.5,14.695943,Casing Pressure,640.3664516
OSPREY,1753,,0.06487,145.85,30,0,72.33333333,67.33333333,72.33333333,14.695943,Casing Pressure,639.8272254
OSPREY,1754,,0.06149,125.86,35,0,72.16666667,67.16666667,72.16666667,14.695943,Casing Pressure,645.2115097
OSPREY,1755,,0.04406,136.35,11,0,72,67,72,14.695943,Casing Pressure,633.6062147
OSPREY,1756,,0.04811,113.33,20,0,71.83333333,66.83333333,71.83333333,14.695943,Casing Pressure,640.4990986
OSPREY,1757,,0.05026,138.72,25,0,71.66666667,66.66666667,71.66666667,14.695943,Casing Pressure,638.555673
OSPREY,1758,,0.05158,136.79,28,0,71.5,66.5,71.5,14.695943,Casing Pressure,639.6592657
OSPREY,1759,,0.05603,125,28,0,71.33333333,66.33333333,71.33333333,14.695943,Casing Pressure,641.4462323
OSPREY,1760,,0.04474,129.85,18,0,71.16666667,66.16666667,71.16666667,14.695943,Casing Pressure,636.5361443
OSPREY,1761,,0.04272,130.75,25,0,71,66,71,14.695943,Casing Pressure,639.2395197
OSPREY,1762,,0.05177,135.97,27,0,70.83333333,65.83333333,70.83333333,14.695943,Casing Pressure,638.6246283
OSPREY,1763,,0.078,175.27,38,0,70.66666667,65.66666667,70.66666667,14.695943,Casing Pressure,634.7247923
OSPREY,1764,,0.11814,155,23,0,70.5,65.5,70.5,14.695943,Casing Pressure,623.8515002
OSPREY,1765,,0.1267,146.63,28,0,70.33333333,65.33333333,70.33333333,14.695943,Casing Pressure,622.1930713
OSPREY,1766,,0.11763,133.33,27,0,70.16666667,65.16666667,70.16666667,14.695943,Casing Pressure,625.7567583
OSPREY,1767,,0.10173,130.42,25,0,70,65,70,14.695943,Casing Pressure,630.8942016
OSPREY,1768,,0.0903,120.2,22,0,69.83333333,64.83333333,69.83333333,14.695943,Casing Pressure,633.8421872
OSPREY,1769,,0.03237,85,13,0,69.66666667,64.66666667,69.66666667,14.695943,Casing Pressure,638.5771452
OSPREY,1770,,0.03149,86.67,18,0,69.5,64.5,69.5,14.695943,Casing Pressure,641.26638
OSPREY,1771,,0.03415,108.33,17,0,69.33333333,64.33333333,69.33333333,14.695943,Casing Pressure,636.8552903
OSPREY,1772,,0.04009,155,23,0,69.16666667,64.16666667,69.16666667,14.695943,Casing Pressure,633.4856014
OSPREY,1773,,0.04379,116.67,20,0,69,64,69,14.695943,Casing Pressure,636.7772856
OSPREY,1774,,0.03898,121.67,18,0,68.83333333,63.83333333,68.83333333,14.695943,Casing Pressure,634.9857851
OSPREY,1775,,0.04036,136.27,22,0,68.66666667,63.66666667,68.66666667,14.695943,Casing Pressure,634.6590917
OSPREY,1776,,0.03333,110.94,22,0,68.5,63.5,68.5,14.695943,Casing Pressure,638.007926
OSPREY,1777,,0.04216,121.88,25,0,68.33333333,63.33333333,68.33333333,14.695943,Casing Pressure,637.4681718
OSPREY,1778,,0.04489,135,24,0,68.16666667,63.16666667,68.16666667,14.695943,Casing Pressure,634.8875694
OSPREY,1779,,0.04385,126.74,18,0,68,63,68,14.695943,Casing Pressure,633.2888545
OSPREY,1780,,0.03726,119.72,15,0,67.83333333,62.83333333,67.83333333,14.695943,Casing Pressure,632.611572
OSPREY,1781,,0.03804,130,18,0,67.66666667,62.66666667,67.66666667,14.695943,Casing Pressure,632.5916302
OSPREY,1782,,0.04222,113.82,22,0,67.5,62.5,67.5,14.695943,Casing Pressure,636.4428599
OSPREY,1783,,0.0431,140,28,0,67.33333333,62.33333333,67.33333333,14.695943,Casing Pressure,634.8484316
OSPREY,1784,,0.03397,114.5,23,0,67.16666667,62.16666667,67.16666667,14.695943,Casing Pressure,636.398844
OSPREY,1785,,0.04119,130.62,25,0,67,62,67,14.695943,Casing Pressure,634.6661806
OSPREY,1786,,0.04489,120,20,0,66.83333333,61.83333333,66.83333333,14.695943,Casing Pressure,633.7507534
OSPREY,1787,,0.04267,133.33,23,0,66.66666667,61.66666667,66.66666667,14.695943,Casing Pressure,633.0556952
OSPREY,1788,,0.04171,130.89,16,0,66.5,61.5,66.5,14.695943,Casing Pressure,630.1845014
OSPREY,1789,,0.0469,126.67,22,0,66.33333333,61.33333333,66.33333333,14.695943,Casing Pressure,633.0184493
OSPREY,1790,,0.04094,130.42,20,0,66.16666667,61.16666667,66.16666667,14.695943,Casing Pressure,631.6456257
OSPREY,1791,,0.0459027,141.4794,15,0,66,61,66,14.695943,Casing Pressure,627.861009
OSPREY,1792,,0.0443333,118.3333,53,0,72,81,72,14.695943,Casing Pressure,652.1901223
OSPREY,1793,,0.0445,130.6119,22,0,66,57,66,14.695943,Casing Pressure,632.1716397
OSPREY,1794,,0.0394091,113.3333,22,0,67,57,67,14.695943,Casing Pressure,635.9643669
OSPREY,1795,,0.0295,122.039,23,0,66,90,66,14.695943,Casing Pressure,633.7914423
OSPREY,1796,,0.0418165,125,18,0,64,60,64,14.695943,Casing Pressure,628.9291751
OSPREY,1797,,0,134.3599,25,0,70,100,70,14.695943,Casing Pressure,638.4992099
OSPREY,1798,,0.0721958,161.6667,28,0,68,57,68,14.695943,Casing Pressure,631.6803711
OSPREY,1799,,0.0963487,159.0291,32,0,67,67,67,14.695943,Casing Pressure,627.9433697
OSPREY,1800,,0.1233725,161.4119,31,0,68,57,68,14.695943,Casing Pressure,620.3881258
OSPREY,1801,,0,0,30,0,68,68,68,14.695943,Casing Pressure,789.2233525
OSPREY,1802,,0.1028732,130.6137,25,0,67,64,67,14.695943,Casing Pressure,626.7615374
OSPREY,1803,,0.0976599,102.0841,20,0,68,64,68,14.695943,Casing Pressure,628.3761808
OSPREY,1804,,0.0317692,86.6667,8,0,78,117,78,14.695943,Casing Pressure,644.2313442
OSPREY,1805,,0.025,106.6667,14,0,64,59,64,14.695943,Casing Pressure,628.6782387
OSPREY,1806,,0.0336154,102.0515,15,0,65,61,65,14.695943,Casing Pressure,631.6767763
OSPREY,1807,,0.0336154,113.8712,17,0,66,63,66,14.695943,Casing Pressure,632.2044253
OSPREY,1808,,0,122.7966,18,0,74,74,74,14.695943,Casing Pressure,640.6613987
OSPREY,1809,,0,115.5269,8,0,68,72,68,14.695943,Casing Pressure,628.4633226
OSPREY,1810,,0.0311029,108.3333,17,0,69,60,69,14.695943,Casing Pressure,636.3456954
OSPREY,1811,,0.0058824,10,0,0,66,62,66,14.695943,Casing Pressure,627.7625803
OSPREY,1812,,0,0,0,0,66,62,66,14.695943,Casing Pressure,621.6235934
OSPREY,1813,,0,0,0,0,66,62,66,14.695943,Casing Pressure,621.6235934
OSPREY,1814,,0,0,0,0,66,62,66,14.695943,Casing Pressure,621.6235934
OSPREY,1815,,0,0,0,0,66,62,66,14.695943,Casing Pressure,621.6235934
OSPREY,1816,,0.0098667,91.6667,107,0,68,46,68,14.695943,Casing Pressure,669.5141805
OSPREY,1817,,0.0110323,115,88,0,68,45,68,14.695943,Casing Pressure,660.1109538
OSPREY,1818,,0.0283333,140.6579,41,0,69,42,69,14.695943,Casing Pressure,641.6603513
OSPREY,1819,,0.0341,146.8813,33,0,71,61,71,14.695943,Casing Pressure,640.2802092
OSPREY,1820,,0.0362083,131.6667,23,0,67,46,67,14.695943,Casing Pressure,633.7883428
OSPREY,1821,,0.0361216,142.065,18,0,71,55,71,14.695943,Casing Pressure,635.1005441
OSPREY,1822,,0.0308,125,13,0,67,63,67,14.695943,Casing Pressure,629.8574399
OSPREY,1823,,0.0307606,140.7128,14,0,72,60,72,14.695943,Casing Pressure,634.5594645
OSPREY,1824,,0.0308,115.8909,15,0,70,54,70,14.695943,Casing Pressure,635.3990881
OSPREY,1825,,0.0293913,127.7078,14,0,67,69,67,14.695943,Casing Pressure,629.9950241
OSPREY,1826,,0.0290588,120.972,13,0,67,66,67,14.695943,Casing Pressure,630.1938316
OSPREY,1827,,0.0297794,108.3333,14,0,66,62,66,14.695943,Casing Pressure,631.1661355
OSPREY,1828,,0.0298421,140,0,0,69,46,69,14.695943,Casing Pressure,624.1075325
OSPREY,1829,,0.0328696,127.1983,0,0,67,63,67,14.695943,Casing Pressure,622.6120696
OSPREY,1830,,0.0301136,139.302,0,0,70,69,70,14.695943,Casing Pressure,625.3054605
OSPREY,1831,,0.0317368,133.3333,0,0,66,61,66,14.695943,Casing Pressure,621.0886089
OSPREY,1832,,0.0157073,78.5619,48,0,69,65,69,14.695943,Casing Pressure,656.2085182
OSPREY,1833,,0.0253846,120,8,0,67,41,67,14.695943,Casing Pressure,627.2383214
OSPREY,1834,,0.0314386,116.2658,17,0,67,63,67,14.695943,Casing Pressure,632.9553698
OSPREY,1835,,0.0312667,123.3333,12,0,67,63,67,14.695943,Casing Pressure,629.5425558
OSPREY,1836,,0.027,96.1445,15,0,70,43,70,14.695943,Casing Pressure,637.922299
OSPREY,1837,,0.0268983,117.3344,15,0,73,70,73,14.695943,Casing Pressure,638.4090911
OSPREY,1838,,0.0312941,130,10,0,69,70,69,14.695943,Casing Pressure,630.1639282
OSPREY,1839,,0.0342188,129.0255,7,0,67,64,67,14.695943,Casing Pressure,626.4885984
OSPREY,1840,,0.0328382,125,22,0,69,42,69,14.695943,Casing Pressure,636.5172516
OSPREY,1841,,0.0340299,125,15,0,72,66,72,14.695943,Casing Pressure,636.7388756
OSPREY,1842,,0.0313939,111.2483,8,0,70,49,70,14.695943,Casing Pressure,632.0180817
OSPREY,1843,,0.0292,110.6154,12,0,69,44,69,14.695943,Casing Pressure,633.1533846
OSPREY,1844,,0.0256393,111.3258,11,0,70,50,70,14.695943,Casing Pressure,633.3241703
OSPREY,1845,,0.0346471,113.3333,8,0,68,42,68,14.695943,Casing Pressure,629.6558632
OSPREY,1846,,0.0308824,125,12,0,42,72,42,14.695943,Casing Pressure,600.5803346
OSPREY,1847,,0.0310154,125.0915,13,0,67,64,67,14.695943,Casing Pressure,629.858127
OSPREY,1848,,0.0351111,81.6667,7,0,66,62,66,14.695943,Casing Pressure,630.6605957
OSPREY,1849,,0.0287164,155.6362,15,0,67,64,67,14.695943,Casing Pressure,628.022355
OSPREY,1850,,0.0329189,130.2982,13,0,70,48,70,14.695943,Casing Pressure,632.8507925
OSPREY,1851,,0.0334286,120,10,0,71,49,71,14.695943,Casing Pressure,633.5215303
OSPREY,1852,,0.0339706,105.0632,9,0,67,64,67,14.695943,Casing Pressure,629.9945611
OSPREY,1853,,0.0367125,122.0713,13,0,73,51,73,14.695943,Casing Pressure,637.2765307
OSPREY,1854,,0.0311842,121.6667,10,0,72,45,72,14.695943,Casing Pressure,634.4048109
OSPREY,1855,,0.0148364,15,5,0,64,60,64,14.695943,Casing Pressure,647.7110043
OSPREY,1856,,0.0294933,175.4501,17,0,69,51,69,14.695943,Casing Pressure,629.9955296
OSPREY,1857,,0.0323544,125,8,0,71,56,71,14.695943,Casing Pressure,631.910302
OSPREY,1858,,0.0339324,128.3333,13,0,71,59,71,14.695943,Casing Pressure,634.235173
OSPREY,1859,,0.0314054,113.3333,8,0,67,63,67,14.695943,Casing Pressure,628.3556369
OSPREY,1860,,0.0306986,128.0366,13,0,68,65,68,14.695943,Casing Pressure,630.686743
OSPREY,1861,,0.0309706,128.3333,12,0,71,46,71,14.695943,Casing Pressure,633.6264698
OSPREY,1862,,0.0338571,108.3333,10,0,71,55,71,14.695943,Casing Pressure,634.8175074
OSPREY,1863,,0.0340299,115.8597,13,0,70,45,70,14.695943,Casing Pressure,634.475261
OSPREY,1864,,0.0190877,45.4712,2,0,65,61,65,14.695943,Casing Pressure,627.5082639
OSPREY,1865,,0.0284595,158.3333,22,0,70,60,70,14.695943,Casing Pressure,634.133385
OSPREY,1866,,0.0408353,123.0858,12,0,67,65,67,14.695943,Casing Pressure,629.7419956
OSPREY,1867,,0.0344935,111.6667,11,0,68,44,68,14.695943,Casing Pressure,631.5772793
OSPREY,1868,,0.0162712,35,3,0,66,63,66,14.695943,Casing Pressure,632.1497276
OSPREY,1869,,0.0334156,168.3333,16,0,72,57,72,14.695943,Casing Pressure,633.2479421
OSPREY,1870,,0.0395556,145,17,0,70,60,70,14.695943,Casing Pressure,633.1809061
OSPREY,1871,,0.0384737,122.4364,8,0,70,46,70,14.695943,Casing Pressure,631.1530915
OSPREY,1872,,0.0341096,116.6667,10,0,69,44,69,14.695943,Casing Pressure,631.5895329
OSPREY,1873,,0.0336,130,14,0,70,57,70,14.695943,Casing Pressure,633.3855592
OSPREY,1874,,0.0314167,94.6786,10,0,67,63,67,14.695943,Casing Pressure,631.8380312
OSPREY,1875,,0.0240625,113.3333,10,0,101,104,101,14.695943,Casing Pressure,668.0157136
OSPREY,1876,,0.0322424,118.3333,8,0,67,43,67,14.695943,Casing Pressure,627.9107543
OSPREY,1877,,0.0223833,123.3333,13,0,69,49,69,14.695943,Casing Pressure,631.678951
OSPREY,1878,,0.0338553,109.4319,12,0,67,64,67,14.695943,Casing Pressure,631.2455585
OSPREY,1879,,0.0335065,118.3333,8,0,70,55,70,14.695943,Casing Pressure,631.4204328
OSPREY,1880,,0.0354133,118.3333,12,0,69,43,69,14.695943,Casing Pressure,632.5370418
OSPREY,1881,,0.0326761,32.8558,8,0,68,65,68,14.695943,Casing Pressure,644.9366563
OSPREY,1882,,0.033988,110,13,0,70,45,70,14.695943,Casing Pressure,635.2011803
OSPREY,1883,,0.0356923,125.1635,13,0,72,73,72,14.695943,Casing Pressure,635.7635968
OSPREY,1884,,0.0363143,108.3333,12,0,72,60,72,14.695943,Casing Pressure,637.2284231
OSPREY,1885,,0.0351429,110.8022,10,0,70,65,70,14.695943,Casing Pressure,633.4272597
OSPREY,1886,,0.03,114.7584,8,0,73,81,73,14.695943,Casing Pressure,635.030003
OSPREY,1887,,0.0325753,98.3333,7,0,70,65,70,14.695943,Casing Pressure,632.8550086
OSPREY,1888,,0.0311111,116.8061,12,0,70,65,70,14.695943,Casing Pressure,633.700573
OSPREY,1889,,0.0334156,118.3333,8,0,70,65,70,14.695943,Casing Pressure,631.4167488
OSPREY,1890,,0.0356923,128.3333,15,0,70,60,70,14.695943,Casing Pressure,634.0843452
OSPREY,1891,,0.0314521,125.3007,12,0,73,67,73,14.695943,Casing Pressure,636.2607705
OSPREY,1892,,0.0327286,110,10,0,70,51,70,14.695943,Casing Pressure,633.4210676
OSPREY,1893,,0.0338028,62.5,7,0,66,63,66,14.695943,Casing Pressure,634.3038385
OSPREY,1894,,0.0289286,151.6667,17,0,72,60,72,14.695943,Casing Pressure,634.9334938
OSPREY,1895,,0.030029,91.8656,73,0,73,166,73,14.695943,Casing Pressure,665.9604413
OSPREY,1896,,0.0348718,78.7662,25,0,66,66,66,14.695943,Casing Pressure,643.460448
OSPREY,1897,,0.0340779,115,13,0,68,95,68,14.695943,Casing Pressure,632.2747776
OSPREY,1898,,0.0337821,111.6667,10,0,66,61,66,14.695943,Casing Pressure,628.6717275
OSPREY,1899,,0.0374706,112.053,10,0,70,56,70,14.695943,Casing Pressure,633.3475183
OSPREY,1900,,0.0350118,115,10,0,71,139,71,14.695943,Casing Pressure,634.1040925
OSPREY,1901,,0.0317952,109.7056,12,0,66,62,66,14.695943,Casing Pressure,629.9683976
OSPREY,1902,,0.0364941,118.3333,12,0,68,45,68,14.695943,Casing Pressure,631.4063663
OSPREY,1903,,0.0329268,113.6132,8,0,69,77,69,14.695943,Casing Pressure,630.7074382
OSPREY,1904,,0.0317108,100.8333,10,0,72,150,72,14.695943,Casing Pressure,636.7794464
OSPREY,1905,,0.0340659,117.9019,10,0,69,44,69,14.695943,Casing Pressure,631.4571879
OSPREY,1906,,0.0338933,116.6667,8,0,73,88,73,14.695943,Casing Pressure,635.0525204
OSPREY,1907,,0.0294231,93.7811,8,0,66,62,66,14.695943,Casing Pressure,629.284548
OSPREY,1908,,0.0193433,80,5,0,66,61,66,14.695943,Casing Pressure,627.275592
OSPREY,1909,,0.0294923,133.3333,13,0,90,177,90,14.695943,Casing Pressure,655.4872795
OSPREY,1910,,0.0250833,125,10,0,73,143,73,14.695943,Casing Pressure,634.7843219
OSPREY,1911,,0.0357586,121.6667,12,0,69,136,69,14.695943,Casing Pressure,632.1729274
OSPREY,1912,,0.0357887,108.5475,13,0,68,65,68,14.695943,Casing Pressure,633.144367
OSPREY,1913,,0.0298421,106.6667,8,0,72,49,72,14.695943,Casing Pressure,634.6974452
OSPREY,1914,,0.0341333,110,12,0,72,190,72,14.695943,Casing Pressure,636.9458069
OSPREY,1915,,0.0325352,95.2777,8,0,66,62,66,14.695943,Casing Pressure,629.3179254
OSPREY,1916,,0.028026,111.6667,10,0,66,63,66,14.695943,Casing Pressure,628.3300612
OSPREY,1917,,0.0293333,118.3333,10,0,72,130,72,14.695943,Casing Pressure,634.6256358
OSPREY,1918,,0.0358378,120,10,0,73,134,73,14.695943,Casing Pressure,635.9009103
OSPREY,1919,,0.0086042,13.3333,8,0,66,61,66,14.695943,Casing Pressure,658.4986412
OSPREY,1920,,0.0377705,158.3333,10,0,66,63,66,14.695943,Casing Pressure,624.4965088
OSPREY,1921,,0.03825,120,10,0,66,61,66,14.695943,Casing Pressure,627.8687892
OSPREY,1922,,0.0305,121.6667,5,0,72,112,72,14.695943,Casing Pressure,631.5417271
OSPREY,1923,,0.0357647,108.5166,12,0,74,151,74,14.695943,Casing Pressure,639.4942682
OSPREY,1924,,0.0321636,121.6667,8,0,74,200,74,14.695943,Casing Pressure,635.6563731
OSPREY,1925,,0.0325714,108.3193,10,0,70,48,70,14.695943,Casing Pressure,633.6079718
OSPREY,1926,,0.034493,98.3333,23,0,71,74,71,14.695943,Casing Pressure,643.6378536
OSPREY,1927,,0.0347059,123.3333,10,0,72,93,72,14.695943,Casing Pressure,634.3807027
OSPREY,1928,,0.0328667,80.6446,25,0,73,131,73,14.695943,Casing Pressure,650.9333576
OSPREY,1929,,0.0357049,121.6667,10,0,73,100,73,14.695943,Casing Pressure,635.7268324
OSPREY,1930,,0.0313514,108.3333,10,0,70,45,70,14.695943,Casing Pressure,633.5402094
OSPREY,1931,,0.0275424,108.3333,10,0,106,106,106,14.695943,Casing Pressure,674.7062951
OSPREY,1932,,0.0255789,88.3333,5,0,66,61,66,14.695943,Casing Pressure,627.3101346
OSPREY,1933,,0.0368617,115.4821,15,0,73,136,73,14.695943,Casing Pressure,639.1085705
OSPREY,1934,,0.035686,113.8647,10,0,70,58,70,14.695943,Casing Pressure,633.0971834
OSPREY,1935,,0.030875,83.3333,7,0,60,62,60,14.695943,Casing Pressure,623.206893
OSPREY,1936,,0.0208571,98.3333,8,0,72,148,72,14.695943,Casing Pressure,634.5278375
OSPREY,1937,,0.0333333,133.3333,10,0,69,138,69,14.695943,Casing Pressure,629.9435072
OSPREY,1938,,0.0347805,100.0313,8,0,67,63,67,14.695943,Casing Pressure,629.9954991
OSPREY,1939,,0.0341,116.6667,12,0,72,125,72,14.695943,Casing Pressure,636.1487234
OSPREY,1940,,0.0353846,113.3333,10,0,70,84,70,14.695943,Casing Pressure,633.1475967
OSPREY,1941,,0.04,117.6428,8,0,70,76,70,14.695943,Casing Pressure,631.6399547
OSPREY,1942,,0.0368,108.4084,7,0,68,88,68,14.695943,Casing Pressure,629.6337293
OSPREY,1943,,0.0390698,113.3333,10,0,72,145,72,14.695943,Casing Pressure,635.5354962
OSPREY,1944,,0.0541579,131.6667,13,0,73,123,73,14.695943,Casing Pressure,635.9857933
OSPREY,1945,,0.0358947,101.6667,16,0,70,80,70,14.695943,Casing Pressure,638.1507531
OSPREY,1946,,0.0329032,104.5833,10,0,69,43,69,14.695943,Casing Pressure,632.9221891
OSPREY,1947,,0.0314462,115.4597,10,0,70,67,70,14.695943,Casing Pressure,632.753004
OSPREY,1948,,0.0347429,104.0093,10,0,72,122,72,14.695943,Casing Pressure,636.5321116
OSPREY,1949,,0.0330882,111.6667,10,0,72,119,72,14.695943,Casing Pressure,635.5518158
OSPREY,1950,,0.0340299,105,8,0,71,138,71,14.695943,Casing Pressure,633.9793057
OSPREY,1951,,0.0350435,113.3333,10,0,72,162,72,14.695943,Casing Pressure,635.4415271
OSPREY,1952,,0.0342727,105,10,0,91,64,91,14.695943,Casing Pressure,658.2841342
OSPREY,1953,,0.0288889,110,12,0,70,161,70,14.695943,Casing Pressure,634.3559968
OSPREY,1954,,0.034623,109.3138,8,0,70,46,70,14.695943,Casing Pressure,632.3791876
OSPREY,1955,,0.029931,107.8686,10,0,73,111,73,14.695943,Casing Pressure,636.9554345
OSPREY,1956,,0.0373051,111.6667,12,0,73,153,73,14.695943,Casing Pressure,637.9841516
OSPREY,1957,,0.0348657,105,7,0,74,146,74,14.695943,Casing Pressure,636.8305706
OSPREY,1958,,0.0317619,103.231,10,0,66,62,66,14.695943,Casing Pressure,629.5762758
OSPREY,1959,,0.032381,115,10,0,72,114,72,14.695943,Casing Pressure,635.152641
OSPREY,1960,,0.0264935,96.8231,23,0,68,85,68,14.695943,Casing Pressure,640.0241221
OSPREY,1961,,0.03625,103.3333,12,0,71,122,71,14.695943,Casing Pressure,636.7404539
OSPREY,1962,,0.0325,101.2293,8,0,70,60,70,14.695943,Casing Pressure,633.1827111
OSPREY,1963,,0.0333134,110,10,0,73,160,73,14.695943,Casing Pressure,636.9030843
OSPREY,1964,,0.0338286,110,10,0,68,97,68,14.695943,Casing Pressure,631.1672146
OSPREY,1965,,0.0298919,101.2476,10,0,71,121,71,14.695943,Casing Pressure,635.4538601
OSPREY,1966,,0.0297794,116.8883,8,0,69,74,69,14.695943,Casing Pressure,630.2075224
OSPREY,1967,,0.0287368,101.6667,6,0,75,78,75,14.695943,Casing Pressure,637.2681483
OSPREY,1968,,0.0311324,106.0378,2,0,74,200,74,14.695943,Casing Pressure,633.1517019
OSPREY,1969,,0.0392289,103.3333,8,0,66,62,66,14.695943,Casing Pressure,628.6041419
OSPREY,1970,,0.0256757,112.3705,8,0,69,133,69,14.695943,Casing Pressure,630.2797808
OSPREY,1971,,0.0339512,106.6667,8,0,67,63,67,14.695943,Casing Pressure,629.1864095
OSPREY,1972,,0.0364,115.4113,10,0,73,139,73,14.695943,Casing Pressure,636.4035171
OSPREY,1973,,0.0354286,111.6667,8,0,67,63,67,14.695943,Casing Pressure,628.7047576
OSPREY,1974,,0.0331169,110,10,0,66,62,66,14.695943,Casing Pressure,628.8341728
OSPREY,1975,,0.03465,105.2512,10,0,74,172,74,14.695943,Casing Pressure,638.6772725
OSPREY,1976,,0.0430108,103.3333,8,0,69,84,69,14.695943,Casing Pressure,632.1367911
OSPREY,1977,,0.0350476,110.4061,7,0,72,163,72,14.695943,Casing Pressure,633.9712019
OSPREY,1978,,0.0348354,111.6667,10,0,68,65,68,14.695943,Casing Pressure,631.0138053
OSPREY,1979,,0.0321687,105,10,0,69,109,69,14.695943,Casing Pressure,632.8323582
OSPREY,1980,,0.0336463,106.6667,10,0,72,191,72,14.695943,Casing Pressure,636.1580429
OSPREY,1981,,0.0256,75,78,0,72,50,72,14.695943,Casing Pressure,671.4069597
OSPREY,1982,,0.0275522,105.5695,8,0,73,220,73,14.695943,Casing Pressure,635.7733439
OSPREY,1983,,0.0311014,108.3333,15,0,73,222,73,14.695943,Casing Pressure,639.8645835
OSPREY,1984,,0.0305676,91.0678,8,0,73,69,73,14.695943,Casing Pressure,637.7763785
OSPREY,1985,,0.0266,101.6667,8,0,73,201,73,14.695943,Casing Pressure,636.109802
OSPREY,1986,,0.0294545,95,8,0,76,235,76,14.695943,Casing Pressure,640.6221325
OSPREY,1987,,0.0270588,98.3333,7,0,72,257,72,14.695943,Casing Pressure,634.7080011
OSPREY,1988,,0.0263333,109.3303,8,0,69,171,69,14.695943,Casing Pressure,630.658647
OSPREY,1989,,0.0320548,113.4919,10,0,72,247,72,14.695943,Casing Pressure,635.2999589
OSPREY,1990,,0.0434146,118.3333,8,0,68,180,68,14.695943,Casing Pressure,629.2723261
OSPREY,1991,,0.0308451,98.0162,12,0,72,233,72,14.695943,Casing Pressure,638.3770222
OSPREY,1992,,0.0319737,94.4739,10,0,73,246,73,14.695943,Casing Pressure,638.8030603
OSPREY,1993,,0.0300875,101.6667,7,0,72,267,72,14.695943,Casing Pressure,634.6080999
OSPREY,1994,,0.0338354,103.3333,8,0,72,232,72,14.695943,Casing Pressure,635.3107663
OSPREY,1995,,0.043443,111.6667,12,0,72,194,72,14.695943,Casing Pressure,636.8906066
OSPREY,1996,,0.0216667,80.6005,7,0,73,218,73,14.695943,Casing Pressure,637.3807297
OSPREY,1997,,0.0379367,119.1986,10,0,68,183,68,14.695943,Casing Pressure,630.2570609
OSPREY,1998,,0.03476,103.3333,10,0,71,79,71,14.695943,Casing Pressure,635.4665863
OSPREY,1999,,0.0338286,105,8,0,72,246,72,14.695943,Casing Pressure,635.1205582
OSPREY,2000,,0.0359722,108.3333,8,0,69,106,69,14.695943,Casing Pressure,631.3844882
OSPREY,2001,,0.0307059,96.6114,10,0,73,319,73,14.695943,Casing Pressure,638.4209073
OSPREY,2002,,0.0285652,103.3333,10,0,72,223,72,14.695943,Casing Pressure,636.240402
OSPREY,2003,,0.0313793,98.3333,8,0,72,175,72,14.695943,Casing Pressure,635.7578989
OSPREY,2004,,0.0273867,105.0301,5,0,68,156,68,14.695943,Casing Pressure,628.0940154
OSPREY,2005,,0.0306111,91.1218,20,0,73,239,73,14.695943,Casing Pressure,645.5375309
OSPREY,2006,,0.0291667,95,10,0,71,80,71,14.695943,Casing Pressure,636.2234648
OSPREY,2007,,0.0306338,106.6667,7,0,73,282,73,14.695943,Casing Pressure,635.2677663
OSPREY,2008,,0.0289063,96.6667,5,0,72,271,72,14.695943,Casing Pressure,633.6450028
OSPREY,2009,,0.0381818,126.6667,5,0,71,264,71,14.695943,Casing Pressure,630.2823574
OSPREY,2010,,0.0343562,99.3195,10,0,75,51,75,14.695943,Casing Pressure,640.5749739
OSPREY,2011,,0.0313836,100.2893,7,0,74,183,74,14.695943,Casing Pressure,637.1532117
OSPREY,2012,,0.0374026,95.2537,17,0,73,169,73,14.695943,Casing Pressure,643.316719
OSPREY,2013,,0.0316901,110,8,0,66,74,66,14.695943,Casing Pressure,627.5629364
OSPREY,2014,,0.0322059,105,10,0,68,156,68,14.695943,Casing Pressure,631.6836916
OSPREY,2015,,0.033,45,2,0,72,166,72,14.695943,Casing Pressure,639.7496779
OSPREY,2016,,0.031,128,13,0,72,207,72,14.695943,Casing Pressure,635.3150982
OSPREY,2017,,0.032,104,8,0,71,159,71,14.695943,Casing Pressure,633.9841786
